A0A087WZU1	phosphatidylinositol_phosphatase_ptprq
P49815-2	tuberous_sclerosis_2_protein
P49841	glycogen_synthase_kinase-3_beta
P49841	serine/threonine-protein_kinase_gsk3b
P49915	glutamine_amidotransferase
P49915	gmp_synthase_[glutamine-hydrolyzing]
P49915	gmp_synthetase
P49959	double-strand_break_repair_protein_mre11
P49959	double-strand_break_repair_protein_mre11a
P49959	meiotic_recombination_11_homolog_1
P49959	meiotic_recombination_11_homolog_a
P50395	guanosine_diphosphate_dissociation_inhibitor_2
P50395	rab_gdp_dissociation_inhibitor_beta
P50402	emerin
P50443	diastrophic_dysplasia_protein
P50443	solute_carrier_family_26_member_2
P50443	sulfate_transporter
P50502	aging-associated_protein_2
P50502	hsc70-interacting_protein
P50502	progesterone_receptor-associated_p48_protein
P50502	protein_fam10a1
P50502	putative_tumor_suppressor_st13
P50502	renal_carcinoma_antigen_ny-ren-33
P50502	suppression_of_tumorigenicity_13_protein
P50570	dynamin-2
P50570-2	isoform_2_of_dynamin-2
P50750	c-2k
P50750	cell_division_cycle_2-like_protein_kinase_4
P50750	cell_division_protein_kinase_9
P50750	cyclin-dependent_kinase_9
P50750	serine/threonine-protein_kinase_pitalre
P50750	tat-associated_kinase_complex_catalytic_subunit
P50851	beige-like_protein
P50851	cdc4-like_protein
P50851	lipopolysaccharide-responsive_and_beige-like_anchobeige-like_protein
P50990	cct-theta
P50990	chaperonin_containing_t-complex_polypeptide_1_suburenal_carcinoma_antigen_ny-ren-15
P50990	renal_carcinoma_antigen_ny-ren-15
P50990	t-complex_protein_1_subunit_theta
P50991	cct-delta
P50991	stimulator_of_tar_rna-binding
P50991	t-complex_protein_1_subunit_delta
P50995	56_kda_autoantigen
P50995	annexin_a11
P50995	annexin_xi
P50995	annexin-11
P50995	calcyclin-associated_annexin_50
P51148	l1880
P51148	rab5l
P51148	ras-related_protein_rab-5c
P51149	ras-related_protein_rab-7a
P51151	ras-related_protein_rab-9a
P51159	gtp-binding_protein_ram
P51159	ras-related_protein_rab-27a
P51449	nuclear_receptor_ror-gamma
P51449	nuclear_receptor_rzr-gamma
P51449	nuclear_receptor_subfamily_1_group_f_member_3
P51449	rar-related_orphan_receptor_c
P51449	retinoid-related_orphan_receptor-gamma
P51450-2	isoform_2_of_nuclear_receptor_ror-gamma
P51450-2	nuclear_receptor_rzr-gamma
P51450-2	nuclear_receptor_subfamily_1_group_f_member_3
P51450-2	rar-related_orphan_receptor_c
P51450-2	retinoid-related_orphan_receptor-gamma
P51450-2	thymus_orphan_receptor
P51513	neuro-oncological_ventral_antigen_1
P51513	onconeural_ventral_antigen_1
P51513	paraneoplastic_ri_antigen
P51513	rna-binding_protein_nova-1
P51513	ventral_neuron-specific_protein_1
P51532	atp-dependent_helicase_smarca4
P51532	brg1-associated_factor_190a
P51532	mitotic_growth_and_transcription_activator
P51532	protein_brahma_homolog_1
P51532	protein_brg-1
P51532	snf2-beta
P51532	swi/snf-related_matrix-associated_actin-dependent_regulator_of_chromatin_subfamily_a_member_4
P51532	transcription_activator_brg1
P51617	interleukin-1_receptor-associated_kinase_1
P51665	26s_proteasome_non-atpase_regulatory_subunit_7
P51665	26s_proteasome_regulatory_subunit_rpn8
P51665	26s_proteasome_regulatory_subunit_s12
P51665	mov34_protein_homolog
P51665	proteasome_subunit_p40
P51681	c-c_chemokine_receptor_type_5
P51681	chemr13
P51681	hiv-1_fusion_coreceptor
P51692	signal_transducer_and_activator_of_transcription_5b
P51784	deubiquitinating_enzyme_11
P51784	ubiquitin_carboxyl-terminal_hydrolase_11
P51784	ubiquitin_thioesterase_11
P51784	ubiquitin-specific-processing_protease_11
P51787	iks_producing_slow_voltage-gated_potassium_channelkqt-like_1
P51787	kqt-like_1
P51787	potassium_voltage-gated_channel_subfamily_kqt_membiks_producing_slow_voltage-gated_potassium_channelkqt-like_1
P51787	voltage-gated_potassium_channel_subunit_kv7.1
P51858	hepatoma-derived_growth_factor
P51858	high_mobility_group_protein_1-like_2
P51956	hspk_36
P51956	never_in_mitosis_a-related_kinase_3
P51956	serine/threonine-protein_kinase_nek3
P51957-1	isoform_1_of_serine/threonine-protein_kinase_nek4
P51957-1	never_in_mitosis_a-related_kinase_4
P51957-1	serine/threonine-protein_kinase_2
P51957-1	serine/threonine-protein_kinase_nrk2
P51957-2	isoform_2_of_serine/threonine-protein_kinase_nek4
P51957-2	never_in_mitosis_a-related_kinase_4
P51957-2	serine/threonine-protein_kinase_2
P51957-2	serine/threonine-protein_kinase_nrk2
P51991	heterogeneous_nuclear_ribonucleoprotein_a3
P52209	6-phosphogluconate_dehydrogenase,_decarboxylating
P52272	heterogeneous_nuclear_ribonucleoprotein_m
P52292	importin_subunit_alpha-1
P52292	karyopherin_subunit_alpha-2
P52292	rag_cohort_protein_1
P52292	srp1-alpha
P52294	importin_subunit_alpha-5
P52294	importin_subunit_alpha-5,_n-terminally_processed
P52294	karyopherin_subunit_alpha-1
P52294	nucleoprotein_interactor_1
P52294	rag_cohort_protein_2
P52294	srp1-beta
P52298	20_kda_nuclear_cap-binding_protein
P52298	cell_proliferation-inducing_gene_55_protein
P52298	ncbp_20_kda_subunit
P52298	ncbp-interacting_protein_1
P52298	nuclear_cap-binding_protein_subunit_2
P52306	exchange_factor_smggds
P52306	rap1_gtpase-gdp_dissociation_stimulator_1
P52306	smg_gds_protein
P52306	smg_p21_stimulatory_gdp/gtp_exchange_protein
P52333	janus_kinase_3
P52333	leukocyte_janus_kinase
P52333	tyrosine-protein_kinase_jak3
P52434	dna-directed_rna_polymerase_ii_subunit_h
P52434	dna-directed_rna_polymerases_i,_ii,_and_iii_17.1_krpb17
P52434	dna-directed_rna_polymerases_i,_ii,_and_iii_subunidna-directed_rna_polymerase_ii_subunit_h
P52434	rpb17
P52434	rpb8_homolog
P52565	rho_gdp-dissociation_inhibitor_1
P52565	rho-gdi_alpha
P52569-3	isoform_3_of_cationic_amino_acid_transporter_2
P52569-3	low_affinity_cationic_amino_acid_transporter_2
P52569-3	solute_carrier_family_7_member_2
P52597	heterogeneous_nuclear_ribonucleoprotein_f
P52597	heterogeneous_nuclear_ribonucleoprotein_f,_n-terminally_processed
P52597	nucleolin-like_protein_mcs94-1
P52630	p113
P52630	signal_transducer_and_activator_of_transcription_2p113
P52701	dna_mismatch_repair_protein_msh6
P52701	g/t_mismatch-binding_protein
P52701	muts_protein_homolog_6
P52701	muts-alpha_160_kda_subunit
P52732	kinesin-like_protein_1
P52732	kinesin-like_protein_kif11
P52732	kinesin-like_spindle_protein_hksp
P52732	kinesin-related_motor_protein_eg5
P52732	thyroid_receptor-interacting_protein_5
P52758	14.5_kda_translational_inhibitor_protein
P52758	2-iminobutanoate/2-iminopropanoate_deaminase
P52758	heat-responsive_protein_12
P52758	reactive_intermediate_imine_deaminase_a_homolog
P52758	translation_inhibitor_l-psp_ribonuclease
P52758	uk114_antigen_homolog
P52815	39s_ribosomal_protein_l12,_mitochondrial
P52815	5c5-2
P52815	mitochondrial_large_ribosomal_subunit_protein_bl12m
P52824	diacylglycerol_kinase_theta
P52824	diglyceride_kinase_theta
P52848	bifunctional_heparan_sulfate_n-deacetylase/n-sulfoglucosaminyl_n-deacetylase/n-sulfotransferase_1
P52848	glucosaminyl_n-deacetylase/n-sulfotransferase_1
P52848	heparan_sulfate_n-deacetylase_1
P52848	heparan_sulfate_n-sulfotransferase_1
P52848	[heparan_sulfate]-glucosamine_n-sulfotransferase_1heparan_sulfate_n-deacetylase_1
P52848	n-heparan_sulfate_sulfotransferase_1
P52907	capz_alpha-1
P52907	f-actin-capping_protein_subunit_alpha-1
P52952	cardiac-specific_homeobox
P52952	homeobox_protein_csx
P52952	homeobox_protein_nk-2_homolog_e
P52952	homeobox_protein_nkx-2.5
P53041	protein_phosphatase_t
P53041	serine/threonine-protein_phosphatase_5
P53350	polo-like_kinase_1
P53350	serine/threonine-protein_kinase_13
P53350	serine/threonine-protein_kinase_plk1
P53396	atp-citrate_(pro-s-)-lyase
P53396	atp-citrate_synthase
P53396	citrate_cleavage_enzyme
P53618	beta-coat_protein
P53618	coatomer_subunit_beta
P53621	alpha-coat_protein
P53621	coatomer_subunit_alpha
P53621	hep-cop
P53621	proxenin
P53621	xenin
P53621	xenopsin-related_peptide
P53680	adaptor_protein_complex_ap-2_subunit_sigma
P53680	adaptor-related_protein_complex_2_subunit_sigma
P53680	ap-2_complex_subunit_sigma
P53680	clathrin_assembly_protein_2_sigma_small_chain
P53680	clathrin_coat_assembly_protein_ap17
P53680	clathrin_coat-associated_protein_ap17
P53680	ha2_17_kda_subunit
P53680	plasma_membrane_adaptor_ap-2_17_kda_protein
P53680	sigma2-adaptin
P53779	c-jun_n-terminal_kinase_3
P53779	map_kinase_p49_3f12
P53779	mitogen-activated_protein_kinase_10
P53779	stress-activated_protein_kinase_1b
P53779	stress-activated_protein_kinase_jnk3
P53985	monocarboxylate_transporter_1
P53985	solute_carrier_family_16_member_1
P53992	protein_transport_protein_sec24c
P53992	sec24-related_protein_c
P54198	protein_hira
P54198	tup1-like_enhancer_of_split_protein_1
P54253	ataxin-1
P54253	spinocerebellar_ataxia_type_1_protein
P54274	nima-interacting_protein_2
P54274	telomeric_protein_pin2/trf1
P54274	telomeric_repeat-binding_factor_1
P54274	ttaggg_repeat-binding_factor_1
P54577	tyrosine--trna_ligase,_cytoplasmic
P54577	tyrosine--trna_ligase,_cytoplasmic,_n-terminally_processed
P54577	tyrosyl-trna_synthetase
P54645	5'-amp-activated_protein_kinase_catalytic_subunit_acetyl-coa_carboxylase_kinase
P54645	acetyl-coa_carboxylase_kinase
P54645	hydroxymethylglutaryl-coa_reductase_kinase
P54645	tau-protein_kinase_prkaa1
P54652	heat_shock-related_70_kda_protein_2
P54756	brain-specific_kinase
P54756	eph_homology_kinase_1
P54756	eph-like_kinase_7
P54756	ephrin_type-a_receptor_5
P54762	elk
P54762	eph_tyrosine_kinase_2
P54762	eph-like_kinase_6
P54762	ephrin_type-b_receptor_1
P54762	neuronally-expressed_eph-related_tyrosine_kinase
P54762	tyrosine-protein_kinase_receptor_eph-2
P54819	adenylate_kinase_2,_mitochondrial
P54819	adenylate_kinase_2,_mitochondrial,_n-terminally_processed
P54819	adenylate_monophosphate_kinase
P54819	atp-amp_transphosphorylase_2
P54819	atp:amp_phosphotransferase
P55011	basolateral_na-k-cl_symporter
P55011	bumetanide-sensitive_sodium-(potassium)-chloride_cotransporter_2
P55011	solute_carrier_family_12_member_2
P55036	26s_proteasome_non-atpase_regulatory_subunit_4
P55036	26s_proteasome_regulatory_subunit_rpn10
P55036	26s_proteasome_regulatory_subunit_s5a
P55036	antisecretory_factor_1
P55036	multiubiquitin_chain-binding_protein
P55060	cellular_apoptosis_susceptibility_protein
P55060	chromosome_segregation_1-like_protein
P55060	exportin-2
P55060	importin-alpha_re-exporter
P55061	bax_inhibitor_1
P55061	testis-enhanced_gene_transcript_protein
P55061	transmembrane_bax_inhibitor_motif-containing_protein_6
P55072	15s_mg(2+)-atpase_p97_subunit
P55072	transitional_endoplasmic_reticulum_atpase
P55072	valosin-containing_protein
P55075-2	androgen-induced_growth_factor
P55075-2	heparin-binding_growth_factor_8
P55075-2	isoform_fgf-8a_of_fibroblast_growth_factor_8
P55084	3-ketoacyl-coa_thiolase
P55084	acetyl-coa_acyltransferase
P55084	beta-ketothiolase
P55084	tp-beta
P55084	trifunctional_enzyme_subunit_beta,_mitochondrial
P55085	coagulation_factor_ii_receptor-like_1
P55085	g-protein_coupled_receptor_11
P55085	proteinase-activated_receptor_2
P55085	proteinase-activated_receptor_2,_alternate_cleaved_2
P55085	proteinase-activated_receptor_2,_alternate_cleavedproteinase-activated_receptor_2,_alternate_cleaved_2
P55085	thrombin_receptor-like_1
P55196	afadin
P55196	afadin_adherens_junction_formation_factor
P55196	all1-fused_gene_from_chromosome_6_protein
P55209	nap-1-related_protein
P55209	nucleosome_assembly_protein_1-like_1
P55265	136_kda_double-stranded_rna-binding_protein
P55265	double-stranded_rna-specific_adenosine_deaminase
P55265	interferon-inducible_protein_4
P55265	k88dsrbp
P55317	forkhead_box_protein_a1
P55317	hepatocyte_nuclear_factor_3-alpha
P55317	transcription_factor_3a
P55318	fork_head-related_protein_fkh_h3
P55318	forkhead_box_protein_a3
P55318	hepatocyte_nuclear_factor_3-gamma
P55318	transcription_factor_3g
P55769	high_mobility_group-like_nuclear_protein_2_homologotk27
P55769	nhp2-like_protein_1
P55769	nhp2-like_protein_1,_n-terminally_processed
P55769	otk27
P55769	snu13_homolog
P55769	u4/u6.u5_small_nuclear_ribonucleoprotein_snu13
P55769	u4/u6.u5_tri-snrnp_15.5_kda_protein
P55786	cytosol_alanyl_aminopeptidase
P55786	puromycin-sensitive_aminopeptidase
P55795	ftp-3
P55795	heterogeneous_nuclear_ribonucleoprotein_h'
P55795	heterogeneous_nuclear_ribonucleoprotein_h2
P55795	heterogeneous_nuclear_ribonucleoprotein_h2,_n-terminally_processed
P55884	eif3_p110
P55884	eif3_p116
P55884	eif-3-eta
P55884	eukaryotic_translation_initiation_factor_3_subuniteukaryotic_translation_initiation_factor_3_subunitprt1_homolog
P55884	eukaryotic_translation_initiation_factor_3_subunitprt1_homolog
P55884	prt1_homolog
P55957	bh3-interacting_domain_death_agonist
P55957	bh3-interacting_domain_death_agonist_p11
P55957	bh3-interacting_domain_death_agonist_p13
P55957	bh3-interacting_domain_death_agonist_p15
P55957	p11_bid
P55957	p13_bid
P55957	p15_bid
P55957	p22_bid
P56134	atp_synthase_membrane_subunit_f
P56134	atp_synthase_subunit_f,_mitochondrial
P56192	methionine--trna_ligase,_cytoplasmic
P56192	methionyl-trna_synthetase
P56945	breast_cancer_anti-estrogen_resistance_protein_1
P56945	cas_scaffolding_protein_family_member_1
P56945	crk-associated_substrate
P56945	p130cas
P57053	h2b.s_histone_1
P57053	histone_h2b.s
P57053	histone_h2b_type_f-s
P57058	b19
P57058	hormonally_up-regulated_neu_tumor-associated_kinasb19
P57058	serine/threonine-protein_kinase_mak-v
P57078	ankyrin_repeat_domain-containing_protein_3
P57078	pkc-delta-interacting_protein_kinase
P57078	receptor-interacting_serine/threonine-protein_kinaankyrin_repeat_domain-containing_protein_3
P57078-2	ankyrin_repeat_domain-containing_protein_3
P57078-2	isoform_2_of_receptor-interacting_serine/threonineankyrin_repeat_domain-containing_protein_3
P57078-2	pkc-delta-interacting_protein_kinase
P57678	component_of_gems_4
P57678	gem-associated_protein_4
P57678	p97
P57740	107_kda_nucleoporin
P57740	nuclear_pore_complex_protein_nup107
P57740	nucleoporin_nup107
P58012	forkhead_box_protein_l2
P58107	450_kda_epidermal_antigen
P58107	epiplakin
P58340	myelodysplasia-myeloid_leukemia_factor_1
P58340	myeloid_leukemia_factor_1
P58546	myotrophin
P58546	protein_v-1
P58753	adaptor_protein_wyatt
P58753	myd88_adapter-like_protein
P58753	toll/interleukin-1_receptor_domain-containing_adapadaptor_protein_wyatt
P58771	alpha-tropomyosin
P58771	tropomyosin_alpha-1_chain
P58771	tropomyosin-1
P58876	h2b-clustered_histone_5
P58876	hira-interacting_protein_2
P58876	histone_h2b.1_b
P58876	histone_h2b.b
P58876	histone_h2b_type_1-d
P59826	bpi_fold-containing_family_b_member_3
P59826	ligand-binding_protein_rya3
P59826	long_palate,_lung_and_nasal_epithelium_carcinoma-associated_protein_3
P60033	26_kda_cell_surface_protein_tapa-1
P60033	cd81_antigen
P60033	target_of_the_antiproliferative_antibody_1
P60033	tetraspanin-28
P60201	lipophilin
P60201	myelin_proteolipid_protein
P60228	eif-3_p48
P60228	eukaryotic_translation_initiation_factor_3_subuniteukaryotic_translation_initiation_factor_3_subunitviral_integration_site_protein_int-6_homolog
P60228	eukaryotic_translation_initiation_factor_3_subunitviral_integration_site_protein_int-6_homolog
P60228	viral_integration_site_protein_int-6_homolog
P60229	eif-3_p48
P60229	eukaryotic_translation_initiation_factor_3_subuniteukaryotic_translation_initiation_factor_3_subunitmmtv_integration_site_6
P60229	eukaryotic_translation_initiation_factor_3_subunitmmtv_integration_site_6
P60229	mammary_tumor-associated_protein_int-6
P60229	mmtv_integration_site_6
P60229	viral_integration_site_protein_int-6
P60484	mutated_in_multiple_advanced_cancers_1
P60484	phosphatase_and_tensin_homolog
P60484	phosphatidylinositol_3,4,5-trisphosphate_3-phosphamutated_in_multiple_advanced_cancers_1
P60520	gaba(a)_receptor-associated_protein-like_2
P60520	gamma-aminobutyric_acid_receptor-associated_proteigaba(a)_receptor-associated_protein-like_2
P60520	ganglioside_expression_factor_2
P60520	general_protein_transport_factor_p16
P60520	golgi-associated_atpase_enhancer_of_16_kda
P60520	map1_light_chain_3-related_protein
P60604	e2_ubiquitin-conjugating_enzyme_g2
P60604	ubiquitin_carrier_protein_g2
P60604	ubiquitin-conjugating_enzyme_e2_g2
P60604	ubiquitin-protein_ligase_g2
P60709	actin,_cytoplasmic_1
P60709	actin,_cytoplasmic_1,_n-terminally_processed
P60709	beta-actin
P60710	actin,_cytoplasmic_1
P60710	actin,_cytoplasmic_1,_n-terminally_processed
P60710	beta-actin
P60842	atp-dependent_rna_helicase_eif4a-1
P60842	eukaryotic_initiation_factor_4a-i
P60866	40s_ribosomal_protein_s20
P60866	small_ribosomal_subunit_protein_us10
P60900	27_kda_prosomal_protein
P60900	macropain_iota_chain
P60900	multicatalytic_endopeptidase_complex_iota_chain
P60900	proteasome_iota_chain
P60900	proteasome_subunit_alpha_type-6
P60953	cell_division_control_protein_42_homolog
P60953	g25k_gtp-binding_protein
P61011	signal_recognition_particle_54_kda_protein
P61026	ras-related_protein_rab-10
P61073	c-x-c_chemokine_receptor_type_4
P61073	fb22
P61073	fusin
P61073	hm89
P61073	lcr1
P61073	leukocyte-derived_seven_transmembrane_domain_receplipopolysaccharide-associated_protein_3
P61073	lipopolysaccharide-associated_protein_3
P61073	npyrl
P61073	stromal_cell-derived_factor_1_receptor
P61077	e2_ubiquitin-conjugating_enzyme_d3
P61077	(e3-independent)_e2_ubiquitin-conjugating_enzyme_de2_ubiquitin-conjugating_enzyme_d3
P61077	ubiquitin_carrier_protein_d3
P61077	ubiquitin-conjugating_enzyme_e2(17)kb_3
P61077	ubiquitin-conjugating_enzyme_e2-17_kda_3
P61077	ubiquitin-conjugating_enzyme_e2_d3
P61077	ubiquitin-protein_ligase_d3
P61081	nedd8_carrier_protein
P61081	nedd8-conjugating_enzyme_ubc12
P61081	ubiquitin-conjugating_enzyme_e2_m
P61088	bendless-like_ubiquitin-conjugating_enzyme
P61088	e2_ubiquitin-conjugating_enzyme_n
P61088	ubc13
P61088	ubch13
P61088	ubiquitin_carrier_protein_n
P61088	ubiquitin-conjugating_enzyme_e2_n
P61088	ubiquitin-protein_ligase_n
P61158	actin-like_protein_3
P61158	actin-related_protein_3
P61160	actin-like_protein_2
P61160	actin-related_protein_2
P61163	actin-rpv
P61163	alpha-centractin
P61163	arp1
P61163	centrosome-associated_actin_homolog
P61247	40s_ribosomal_protein_s3a
P61247	small_ribosomal_subunit_protein_es1
P61247	v-fos_transformation_effector_protein
P61254	60s_ribosomal_protein_l26
P61254	large_ribosomal_subunit_protein_ul24
P61326	protein_mago_nashi_homolog
P61586	rho_cdna_clone_12
P61586	transforming_protein_rhoa
P61604	10_kda_chaperonin
P61604	10_kda_heat_shock_protein,_mitochondrial
P61604	chaperonin_10
P61604	early-pregnancy_factor
P61626	1,4-beta-n-acetylmuramidase_c
P61626	lysozyme_c
P61964	bmp2-induced_3-kb_gene_protein
P61964	wd_repeat-containing_protein_5
P61978	heterogeneous_nuclear_ribonucleoprotein_k
P61978	transformation_up-regulated_nuclear_protein
P61981	14-3-3_protein_gamma
P61981	14-3-3_protein_gamma,_n-terminally_processed
P61981	protein_kinase_c_inhibitor_protein_1
P62136	serine/threonine-protein_phosphatase_pp1-alpha_catalytic_subunit
P62140	serine/threonine-protein_phosphatase_pp1-beta_catalytic_subunit
P62141	serine/threonine-protein_phosphatase_pp1-beta_catalytic_subunit
P62166	frequenin_homolog
P62166	frequenin-like_protein
P62166	frequenin-like_ubiquitous_protein
P62166	neuronal_calcium_sensor_1
P62191	26s_proteasome_aaa-atpase_subunit_rpt2
P62191	26s_proteasome_regulatory_subunit_4
